"id","created_at","updated_at","name","description","display","dataset_query","visualization_settings","creator_id","database_id","table_id","query_type","archived","collection_id","public_uuid","made_public_by_id","enable_embedding","embedding_params","cache_ttl","result_metadata","collection_position","entity_id","parameters","parameter_mappings","collection_preview","metabase_version","type","initially_published_at","cache_invalidated_at","last_used_at","view_count","archived_directly","dataset_query_metrics_v2_migration_backup","source_card_id","dashboard_id","card_schema","document_id"
371,"2025-05-05 04:23:19.058994+00","2025-05-05 04:23:19.058994+00","Passed Candidates  with their corresponding Marks",NULL,"table","{""database"":1,""type"":""query"",""query"":{""fields"":[[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}],[""field"",""name"",{""base-type"":""type/Text""}],[""field"",""marks"",{""base-type"":""type/BigInteger""}]],""order-by"":[[""desc"",[""field"",""marks"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""PASS""]}}","{""table.columns"":[{""name"":""_mb_row_id"",""enabled"":false},{""name"":""name"",""enabled"":true},{""name"":""marks"",""enabled"":true}],""table.cell_column"":""marks""}",1,1,776,"query",False,32,NULL,NULL,False,NULL,NULL,"[{""database_type"":""BIGINT"",""semantic_type"":""type/PK"",""table_id"":776,""name"":""_mb_row_id"",""source"":""fields"",""field_ref"":[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7620,""position"":0,""visibility_type"":""normal"",""display_name"":""_mb_row_id"",""base_type"":""type/BigInteger""},{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""name"",""source"":""fields"",""field_ref"":[""field"",""name"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7619,""position"":1,""visibility_type"":""normal"",""display_name"":""Name"",""base_type"":""type/Text""},{""database_type"":""BIGINT"",""table_id"":776,""name"":""marks"",""source"":""fields"",""field_ref"":[""field"",""marks"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7624,""position"":7,""visibility_type"":""normal"",""display_name"":""Marks"",""base_type"":""type/BigInteger""}]",NULL,"veIT0uPKfzmtE6jn23NGM","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:23:19.058994+00",1,False,NULL,NULL,NULL,20,NULL
372,"2025-05-05 04:23:19.058994+00","2025-05-05 04:23:19.058994+00","Candidates  Performance Overview by Venue ",NULL,"bar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""breakout"":[[""field"",""venue"",{""base-type"":""type/Text""}],[""field"",""remark"",{""base-type"":""type/Text""}]],""source-table"":""card__340""}}","{""table.columns"":[{""name"":""count"",""enabled"":true},{""name"":""venue"",""enabled"":true},{""name"":""remark"",""enabled"":true}],""table.cell_column"":""marks"",""pivot_table.column_split"":{""rows"":[[""field"",""remark"",{""base-type"":""type/Text""}]],""columns"":[[""field"",""venue"",{""base-type"":""type/Text""}]],""values"":[[""aggregation"",0]]},""pivot_table.column_widths"":{""leftHeaderWidths"":[83],""totalLeftHeaderWidths"":83,""valueHeaderWidths"":{}},""graph.show_values"":false,""graph.y_axis.title_text"":""Remark Counts"",""graph.dimensions"":[""venue"",""remark""],""graph.metrics"":[""count""]}",1,1,776,"query",False,32,NULL,NULL,False,NULL,NULL,"[{""semantic_type"":null,""name"":""venue"",""field_ref"":[""field"",""venue"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7618,""visibility_type"":""normal"",""display_name"":""Venue"",""fingerprint"":{""global"":{""distinct-count"":23,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":6.173076923076923}}},""base_type"":""type/Text""},{""semantic_type"":null,""name"":""remark"",""field_ref"":[""field"",""remark"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7617,""visibility_type"":""normal"",""display_name"":""Remark"",""fingerprint"":{""global"":{""distinct-count"":3,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":4}}},""base_type"":""type/Text""},{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":20,""nil%"":0},""type"":{""type/Number"":{""min"":1,""q1"":1.6818181818181817,""q3"":8.82842712474619,""max"":74,""sd"":13.204334495615313,""avg"":7.8076923076923075}}}}]",NULL,"HyOoqI_wLUQtIF02hbz0E","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-10 13:29:54.759591+00",2,False,NULL,NULL,NULL,20,NULL
373,"2025-05-05 04:23:19.058994+00","2025-05-05 04:23:19.058994+00","Poor Candidates  with their corresponding Marks",NULL,"table","{""database"":1,""type"":""query"",""query"":{""fields"":[[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}],[""field"",""name"",{""base-type"":""type/Text""}],[""field"",""marks"",{""base-type"":""type/BigInteger""}]],""order-by"":[[""desc"",[""field"",""marks"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""POOR""]}}","{""table.columns"":[{""name"":""_mb_row_id"",""enabled"":false},{""name"":""name"",""enabled"":true},{""name"":""marks"",""enabled"":true}],""table.cell_column"":""marks""}",1,1,776,"query",False,32,NULL,NULL,False,NULL,NULL,"[{""database_type"":""BIGINT"",""semantic_type"":""type/PK"",""table_id"":776,""name"":""_mb_row_id"",""source"":""fields"",""field_ref"":[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7620,""position"":0,""visibility_type"":""normal"",""display_name"":""_mb_row_id"",""base_type"":""type/BigInteger""},{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""name"",""source"":""fields"",""field_ref"":[""field"",""name"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7619,""position"":1,""visibility_type"":""normal"",""display_name"":""Name"",""base_type"":""type/Text""},{""database_type"":""BIGINT"",""table_id"":776,""name"":""marks"",""source"":""fields"",""field_ref"":[""field"",""marks"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7624,""position"":7,""visibility_type"":""normal"",""display_name"":""Marks"",""base_type"":""type/BigInteger""}]",NULL,"Uwe6CJUdBPYRqbHGcbLtF","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:23:19.058994+00",1,False,NULL,NULL,NULL,20,NULL
374,"2025-05-05 04:23:19.058994+00","2025-05-05 04:23:19.058994+00","Passed Candidates",NULL,"scalar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""PASS""]}}","{""table.columns"":[{""name"":""count"",""enabled"":true}],""table.cell_column"":""marks""}",1,1,776,"query",False,32,NULL,NULL,False,NULL,NULL,"[{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":184,""q1"":184,""q3"":184,""max"":184,""sd"":null,""avg"":184}}}}]",NULL,"QBRIVrYpUaT8oG9Nx_ZdC","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:23:19.058994+00",1,False,NULL,NULL,NULL,20,NULL
375,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Poor Remarked Candidates",NULL,"scalar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""POOR""]}}","{""table.columns"":[{""name"":""count"",""enabled"":true}],""table.cell_column"":""marks""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":50,""q1"":50,""q3"":50,""max"":50,""sd"":null,""avg"":50}}}}]",NULL,"_027hV4R6H6rUiwrOzSEm","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
376,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Top 10 Poor Performer",NULL,"table","{""database"":1,""type"":""query"",""query"":{""breakout"":[[""field"",""name"",{""base-type"":""type/Text""}],[""field"",""marks"",{""base-type"":""type/BigInteger""}],[""field"",""exam_type"",{""base-type"":""type/Text""}]],""order-by"":[[""asc"",[""field"",7624,{""base-type"":""type/BigInteger""}]]],""limit"":10,""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""POOR""]}}","{""table.cell_column"":""marks"",""table.pivot_column"":""exam_type""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""name"",""source"":""breakout"",""field_ref"":[""field"",""name"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7619,""position"":1,""visibility_type"":""normal"",""display_name"":""Name"",""base_type"":""type/Text""},{""database_type"":""BIGINT"",""table_id"":776,""name"":""marks"",""source"":""breakout"",""field_ref"":[""field"",""marks"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7624,""position"":7,""visibility_type"":""normal"",""display_name"":""Marks"",""base_type"":""type/BigInteger""},{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""exam_type"",""source"":""breakout"",""field_ref"":[""field"",""exam_type"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7625,""position"":6,""visibility_type"":""normal"",""display_name"":""Exam Type"",""base_type"":""type/Text""}]",NULL,"v_kSODrxEw1GrRtFK5jt8","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
377,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Failed Candidates  with their corresponding Marks",NULL,"table","{""database"":1,""type"":""query"",""query"":{""fields"":[[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}],[""field"",""name"",{""base-type"":""type/Text""}],[""field"",""marks"",{""base-type"":""type/BigInteger""}]],""order-by"":[[""desc"",[""field"",""marks"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""FAIL""]}}","{""table.columns"":[{""name"":""_mb_row_id"",""enabled"":false},{""name"":""name"",""enabled"":true},{""name"":""marks"",""enabled"":true}],""table.cell_column"":""marks""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""database_type"":""BIGINT"",""semantic_type"":""type/PK"",""table_id"":776,""name"":""_mb_row_id"",""source"":""fields"",""field_ref"":[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7620,""position"":0,""visibility_type"":""normal"",""display_name"":""_mb_row_id"",""base_type"":""type/BigInteger""},{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""name"",""source"":""fields"",""field_ref"":[""field"",""name"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7619,""position"":1,""visibility_type"":""normal"",""display_name"":""Name"",""base_type"":""type/Text""},{""database_type"":""BIGINT"",""table_id"":776,""name"":""marks"",""source"":""fields"",""field_ref"":[""field"",""marks"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7624,""position"":7,""visibility_type"":""normal"",""display_name"":""Marks"",""base_type"":""type/BigInteger""}]",NULL,"RQFJ8VxgjD7LBTjeL06Tk","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
378,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Exam type Candidate Performance Overview",NULL,"bar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""breakout"":[[""field"",""exam_type"",{""base-type"":""type/Text""}],[""field"",""remark"",{""base-type"":""type/Text""}]],""source-table"":""card__340""}}","{""table.columns"":[{""name"":""count"",""enabled"":true},{""name"":""exam_type"",""enabled"":true},{""name"":""remark"",""enabled"":true}],""table.cell_column"":""marks"",""pivot_table.column_split"":{""rows"":[[""field"",""remark"",{""base-type"":""type/Text""}]],""columns"":[[""field"",""exam_type"",{""base-type"":""type/Text""}]],""values"":[[""aggregation"",0]]},""pivot_table.column_widths"":{""leftHeaderWidths"":[83],""totalLeftHeaderWidths"":83,""valueHeaderWidths"":{}},""graph.show_values"":true,""graph.y_axis.title_text"":""Remark Counts"",""graph.dimensions"":[""exam_type"",""remark""],""graph.metrics"":[""count""]}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""semantic_type"":""type/Category"",""name"":""exam_type"",""field_ref"":[""field"",""exam_type"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7625,""visibility_type"":""normal"",""display_name"":""Exam Type"",""fingerprint"":{""global"":{""distinct-count"":3,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":5}}},""base_type"":""type/Text""},{""semantic_type"":null,""name"":""remark"",""field_ref"":[""field"",""remark"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7617,""visibility_type"":""normal"",""display_name"":""Remark"",""fingerprint"":{""global"":{""distinct-count"":3,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":4}}},""base_type"":""type/Text""},{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":7,""nil%"":0},""type"":{""type/Number"":{""min"":2,""q1"":3.414213562373095,""q3"":104.5,""max"":178,""sd"":75.44676458082404,""avg"":50.75}}}}]",NULL,"my4-2uMhBj062DuACimKk","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
379,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Examined Candidates",NULL,"scalar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340""}}","{""table.columns"":[{""name"":""count"",""enabled"":true}],""table.cell_column"":""marks""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":406,""q1"":406,""q3"":406,""max"":406,""sd"":null,""avg"":406}}}}]",NULL,"NFIe5y6OSkbqNSfx2hBLG","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
380,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Exam Date Candidates Performance Summary",NULL,"pivot","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""breakout"":[[""field"",""remark"",{""base-type"":""type/Text""}],[""field"",""exam_date"",{""base-type"":""type/Date"",""temporal-unit"":""month""}]],""source-table"":""card__340""}}","{""table.columns"":[{""name"":""count"",""enabled"":true},{""name"":""remark"",""enabled"":true},{""name"":""exam_date"",""enabled"":true}],""table.cell_column"":""marks"",""pivot_table.column_split"":{""rows"":[[""field"",""exam_date"",{""base-type"":""type/Date"",""temporal-unit"":""month""}]],""columns"":[[""field"",""remark"",{""base-type"":""type/Text""}]],""values"":[[""aggregation"",0]]},""pivot_table.column_widths"":{""leftHeaderWidths"":[141],""totalLeftHeaderWidths"":141,""valueHeaderWidths"":{""0"":80,""1"":80,""2"":80,""3"":80}},""column_settings"":{""[\""name\"",\""remark\""]"":{""pivot_table.column_sort_order"":null},""[\""name\"",\""exam_date\""]"":{""date_abbreviate"":true}}}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""semantic_type"":null,""name"":""remark"",""field_ref"":[""expression"",""pivot-grouping""],""effective_type"":""type/Text"",""id"":7617,""visibility_type"":""normal"",""display_name"":""pivot-grouping"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":3,""q1"":3,""q3"":3,""max"":3,""sd"":null,""avg"":3}}},""base_type"":""type/Integer""},{""semantic_type"":""type/Quantity"",""name"":""exam_date"",""field_ref"":[""aggregation"",0],""effective_type"":""type/Date"",""id"":7623,""visibility_type"":""normal"",""display_name"":""Distinct values of _mb_row_id"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":406,""q1"":406,""q3"":406,""max"":406,""sd"":null,""avg"":406}}},""base_type"":""type/BigInteger""}]",NULL,"7S7On7Mbp_X0TB6Ls4e5x","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
381,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Candidate Results Overview",NULL,"pie","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""breakout"":[[""field"",""remark"",{""base-type"":""type/Text""}]],""order-by"":[[""desc"",[""aggregation"",0]]],""source-table"":""card__340""}}","{}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""semantic_type"":null,""name"":""remark"",""field_ref"":[""field"",""remark"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7617,""visibility_type"":""normal"",""display_name"":""Remark"",""fingerprint"":{""global"":{""distinct-count"":3,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":4}}},""base_type"":""type/Text""},{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":3,""nil%"":0},""type"":{""type/Number"":{""min"":50,""q1"":80.5,""q3"":181,""max"":184,""sd"":74.14400402819727,""avg"":135.33333333333334}}}}]",NULL,"iAtjiJsBdZCLPIjpGsxy4","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",1,False,NULL,NULL,NULL,20,NULL
382,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Failed Candidates",NULL,"scalar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""FAIL""]}}","{""table.columns"":[{""name"":""count"",""enabled"":true}],""table.cell_column"":""marks""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":172,""q1"":172,""q3"":172,""max"":172,""sd"":null,""avg"":172}}}}]",NULL,"CnrXy5SSQj2iwcwp0UHZ_","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
383,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Top 10 Best Performer",NULL,"table","{""database"":1,""type"":""query"",""query"":{""breakout"":[[""field"",""name"",{""base-type"":""type/Text""}],[""field"",""marks"",{""base-type"":""type/BigInteger""}],[""field"",""exam_type"",{""base-type"":""type/Text""}]],""order-by"":[[""desc"",[""field"",7624,{""base-type"":""type/BigInteger""}]]],""limit"":10,""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""PASS""]}}","{""table.cell_column"":""marks"",""table.pivot_column"":""exam_type""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""name"",""source"":""breakout"",""field_ref"":[""field"",""name"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7619,""position"":1,""visibility_type"":""normal"",""display_name"":""Name"",""base_type"":""type/Text""},{""database_type"":""BIGINT"",""table_id"":776,""name"":""marks"",""source"":""breakout"",""field_ref"":[""field"",""marks"",{""base-type"":""type/BigInteger""}],""effective_type"":""type/BigInteger"",""id"":7624,""position"":7,""visibility_type"":""normal"",""display_name"":""Marks"",""base_type"":""type/BigInteger""},{""database_type"":""CHARACTER VARYING"",""table_id"":776,""name"":""exam_type"",""source"":""breakout"",""field_ref"":[""field"",""exam_type"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7625,""position"":6,""visibility_type"":""normal"",""display_name"":""Exam Type"",""base_type"":""type/Text""}]",NULL,"FUJHU2xPYlrvHhImeJsud","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
384,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Regional Candidate Performance Overview",NULL,"area","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""breakout"":[[""field"",""remark"",{""base-type"":""type/Text""}],[""field"",""region"",{""base-type"":""type/Text""}]],""source-table"":""card__340""}}","{""map.region"":""world_countries"",""graph.y_axis.title_text"":""Remark Counts"",""pivot_table.column_split"":{""rows"":[[""field"",""age"",{""base-type"":""type/BigInteger""}]],""columns"":[[""field"",""remark"",{""base-type"":""type/Text""}]],""values"":[[""aggregation"",0]]},""table.columns"":[{""name"":""count"",""enabled"":true},{""name"":""remark"",""enabled"":true},{""name"":""region"",""enabled"":true}],""pivot_table.column_widths"":{""leftHeaderWidths"":[141],""totalLeftHeaderWidths"":141,""valueHeaderWidths"":{""0"":80,""1"":80,""2"":80,""3"":80}},""table.cell_column"":""marks"",""graph.metrics"":[""count""],""column_settings"":{""[\""name\"",\""remark\""]"":{""pivot_table.column_sort_order"":null}},""graph.dimensions"":[""region"",""remark""]}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""semantic_type"":null,""name"":""remark"",""field_ref"":[""field"",""remark"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7617,""visibility_type"":""normal"",""display_name"":""Remark"",""fingerprint"":{""global"":{""distinct-count"":3,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":4}}},""base_type"":""type/Text""},{""semantic_type"":null,""name"":""region"",""field_ref"":[""field"",""region"",{""base-type"":""type/Text""}],""effective_type"":""type/Text"",""id"":7622,""visibility_type"":""normal"",""display_name"":""Region"",""fingerprint"":{""global"":{""distinct-count"":23,""nil%"":0},""type"":{""type/Text"":{""percent-json"":0,""percent-url"":0,""percent-email"":0,""percent-state"":0,""average-length"":6.730769230769231}}},""base_type"":""type/Text""},{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":20,""nil%"":0},""type"":{""type/Number"":{""min"":1,""q1"":1.6818181818181817,""q3"":8.82842712474619,""max"":74,""sd"":13.204334495615313,""avg"":7.8076923076923075}}}}]",NULL,"ud9lMbBQa9Lsdbv2D3hlV","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
385,"2025-05-05 04:26:22.127437+00","2025-05-05 04:27:04.499796+00","Passed Candidates",NULL,"scalar","{""database"":1,""type"":""query"",""query"":{""aggregation"":[[""distinct"",[""field"",""_mb_row_id"",{""base-type"":""type/BigInteger""}]]],""source-table"":""card__340"",""filter"":[""="",[""field"",""remark"",{""base-type"":""type/Text""}],""PASS""]}}","{""table.columns"":[{""name"":""count"",""enabled"":true}],""table.cell_column"":""marks""}",13,1,776,"query",True,42,NULL,NULL,False,NULL,NULL,"[{""display_name"":""Distinct values of _mb_row_id"",""semantic_type"":""type/Quantity"",""field_ref"":[""aggregation"",0],""base_type"":""type/BigInteger"",""effective_type"":""type/BigInteger"",""name"":""count"",""fingerprint"":{""global"":{""distinct-count"":1,""nil%"":0},""type"":{""type/Number"":{""min"":184,""q1"":184,""q3"":184,""max"":184,""sd"":null,""avg"":184}}}}]",NULL,"5YEnIlbVaEF8c1xkzkmZO","[]","[]",True,"v0.50.28 (3179ef2)","question",NULL,NULL,"2025-05-05 04:26:22.127437+00",0,False,NULL,NULL,NULL,20,NULL
